land,country,name,id,nuts,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-04,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25
Eswatini,Eswatini,Eswatini,SZ,SZ,0,0,1,4,8,10,8,7,7,7,18,26,25,30,49,69,74,85,89,92,85,62,54,44,36,31,26,21,18,16,12,13,15,19,27,24,31,80,165,217,261,259,106,247,281,63,55,41,30,19,9,7,6,5,92,92
Äthiopien,Ethiopia,Äthiopien,ET,ET,0,0,0,0,0,0,0,0,1,1,2,2,2,1,2,3,6,7,8,10,16,18,16,11,9,8,9,10,9,8,6,6,5,5,6,7,6,6,6,5,5,5,4,6,7,8,10,10,11,14,18,22,24,25,23,20
Fiji,Fiji,Fiji,FJ,FJ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3
Finnland,Finland,Finnland,FI,FI,24,32,34,29,27,25,20,11,9,7,4,3,2,2,2,1,2,2,3,5,6,6,7,9,12,20,28,42,52,52,52,53,55,70,96,108,112,100,78,68,62,62,72,93,98,88,112,140,152,168,173,165,139,106,82,66
Frankreich,France,Frankreich,FR,FR,81,82,63,43,28,22,17,9,14,13,8,10,8,10,12,11,15,20,26,45,67,88,122,153,192,234,246,292,413,599,768,964,844,524,352,226,235,269,276,271,328,379,402,425,421,398,398,432,444,469,562,704,802,762,694,653
Französisch-Polynesien,French Polynesia,Französisch-Polynesien,PF,PF,8,6,5,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,46,62,81,163,168,222,157,230,484,653,1105,1234,1494,1582,1062,851,758,588,383,286,265,246,252,140,151,196,72,57,44,40,50,42,28,20,16,22,29
Gabun,Gabon,Gabun,GA,GA,1,2,4,5,10,22,44,57,60,52,36,60,78,54,33,31,47,55,42,31,21,13,10,6,4,4,5,5,4,4,4,5,4,5,6,6,7,7,7,8,10,13,30,47,47,86,109,76,96,94,76,95,83,84,112,81
Georgien,Georgia,Georgien,GE,GE,3,4,6,6,5,4,3,2,2,2,2,3,1,1,2,2,4,4,3,4,4,4,6,23,52,79,111,156,235,464,629,761,1009,1204,1322,1411,1391,1115,779,509,442,455,352,262,211,185,157,130,113,106,117,129,161,203,298,398
Deutschland,Germany,Deutschland,DE,DE,85,79,56,39,26,17,14,11,9,7,6,7,9,7,6,6,8,10,13,16,21,22,21,22,26,30,34,48,79,135,215,281,308,309,304,306,341,393,378,318,324,319,265,218,177,141,123,130,137,155,195,248,273,276,312,346
Ghana,Ghana,Ghana,GH,GH,1,1,3,3,4,9,11,8,8,10,13,15,17,19,23,24,27,30,26,18,8,5,4,4,4,3,3,2,2,2,3,5,6,5,5,5,5,4,5,5,6,8,19,30,33,28,26,26,20,12,10,8,4,3,3,3
Gibraltar,Gibraltar,Gibraltar,GI,GI,261,190,89,36,33,15,9,15,65,71,21,3,3,6,9,6,15,24,36,80,95,208,255,134,104,145,243,315,413,540,392,374,591,490,332,282,181,567,1873,3449,4345,3752,2363,1318,656,312,122,59,62,71,62,30,15,12,24,18
Griechenland,Greece,Griechenland,EL,EL,10,9,5,4,4,2,2,2,1,1,2,3,2,2,4,5,4,6,13,23,28,29,27,29,34,39,44,46,52,79,145,242,310,326,280,223,189,146,106,84,82,79,68,78,112,142,148,177,236,280,299,307,357,387,372,351
Grönland,Greenland,Grönland,GL,GL,16,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,4,2,2,0,0,2,2,0,2,2,12,14,2,5,5,0,0,0,0,0,2,2,0,0,0,0,0,0
Grenada,Grenada,Grenada,GD,GD,10,4,2,4,6,3,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,4,1,4,4,8,8,0,25,59,42,24,17,4,12,8,0,0,0,0,0,5,5,1,2,3,3,1
Guam,Guam,Guam,GU,GU,49,46,15,5,8,5,3,9,12,8,6,25,40,47,35,11,20,29,43,113,238,467,473,322,295,274,345,429,578,674,603,603,846,780,413,270,171,123,97,69,91,94,78,73,56,54,46,23,14,18,20,19,19,25,37,43
Guatemala,Guatemala,Guatemala,GT,GT,0,1,1,2,2,3,7,13,18,20,27,34,40,56,69,86,88,70,64,63,65,63,53,45,43,46,48,43,41,39,38,36,38,41,40,39,41,45,34,28,43,59,63,59,49,43,45,41,42,47,52,59,42,54,97,104
Guernsey,Guernsey,Guernsey,GG,GG,213,268,132,45,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,3,3,2,11,19,22,19,6,6,8,5,8,12,11,12,14,25,357,651,400,112,37,12,0,0,0,0,0,2,2
Guinea,Guinea,Guinea,GN,GN,1,2,3,6,8,8,8,9,8,7,6,6,6,5,6,7,7,6,7,9,8,7,6,5,5,4,3,3,6,5,5,6,3,3,3,3,3,2,2,2,2,3,3,3,3,3,5,8,11,14,16,14,12,10,8,7
Guyana,Guyana,Guyana,GY,GY,3,5,5,4,2,4,4,4,5,2,1,4,9,11,9,8,9,18,25,30,49,67,65,79,102,117,105,89,81,70,60,62,78,79,70,68,69,64,47,24,59,70,72,93,85,75,56,45,50,77,106,125,118,130,163,199
Haiti,Haiti,Haiti,HT,HT,0,0,0,0,0,1,3,7,15,21,19,16,13,10,8,6,5,4,3,4,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,4,4,3,2,7,9,6,6,5,3,3,2,2,1,1,1,1,1,1
Honduras,Honduras,Honduras,HN,HN,3,3,2,3,6,13,16,20,26,24,37,65,93,113,101,100,113,95,83,74,71,98,104,77,69,74,81,91,89,92,99,74,49,40,48,67,65,61,58,64,79,108,142,139,127,133,106,94,87,87,88,82,88,86,99,110
Ungarn,Hungary,Ungarn,HU,HU,6,10,13,12,11,7,5,5,3,2,2,1,1,1,1,2,2,2,3,4,5,11,33,65,107,127,129,142,167,235,358,545,662,647,713,780,683,522,336,243,276,244,172,164,176,206,287,452,646,934,1146,1197,1118,861,648,473
Island,Iceland,Island,IS,IS,252,187,78,25,8,2,1,1,1,1,1,2,3,4,3,2,4,19,30,29,29,26,21,16,56,126,158,248,311,253,229,173,82,55,53,56,48,44,46,31,47,59,25,11,8,8,8,4,4,8,15,27,29,23,29,44
Indien,India,Indien,IN,IN,0,1,1,1,2,3,4,5,7,9,10,12,16,20,24,30,40,50,56,61,65,71,80,89,93,89,82,76,67,57,49,47,45,42,43,39,33,27,23,21,19,17,15,13,12,12,12,14,16,20,30,47,68,108,179,260
Indonesien,Indonesia,Indonesien,ID,ID,1,1,2,2,2,2,2,3,3,3,4,5,6,7,8,8,8,9,10,10,10,12,15,17,18,21,22,21,21,21,19,18,20,22,25,29,31,33,35,34,42,55,59,62,62,51,42,43,40,31,29,28,13,26,40,27
Iran,Iran,Iran,IR,IR,44,40,29,22,18,20,27,33,37,43,43,39,42,42,41,40,40,42,42,40,38,36,33,34,42,53,59,64,70,82,107,135,169,205,222,222,190,133,110,109,102,104,103,104,111,119,128,134,128,138,142,119,156,241,363,413
Irak,Iraq,Irak,IQ,IQ,2,2,1,1,2,2,3,4,8,20,34,46,63,74,80,80,81,91,100,119,135,135,139,147,146,147,149,131,118,123,121,116,109,91,78,72,60,50,42,35,17,25,38,28,37,60,98,128,146,156,167,185,198,230,258,281
Irland,Ireland,Irland,IE,IE,85,142,204,194,126,75,52,33,18,11,6,4,3,3,4,5,5,8,17,22,25,30,34,45,66,81,103,152,240,294,243,167,119,102,87,76,79,107,200,450,1238,1427,805,480,323,263,231,202,164,144,149,157,152,129,108,115
Israel,Israel,Israel,IL,IL,85,80,58,49,31,12,5,3,5,14,24,33,54,106,172,235,269,263,243,227,233,247,318,492,668,860,921,702,412,212,130,109,104,114,137,183,253,360,533,761,1052,1265,1225,1093,1149,938,600,586,588,483,289,139,72,48,31,22
Italien,Italy,Italien,IT,IT,117,98,84,69,53,36,25,18,13,9,7,6,6,5,5,5,5,6,7,10,15,24,31,33,34,37,46,76,149,286,495,686,787,794,682,537,433,376,342,339,384,379,319,288,285,283,289,341,433,499,518,518,489,399,338,323
Jamaika,Jamaica,Jamaika,JM,JM,1,1,5,9,9,5,2,2,2,2,1,2,3,2,2,2,3,4,6,7,17,42,53,48,64,75,64,58,47,34,29,27,25,26,28,28,34,39,35,26,31,41,46,51,77,119,148,145,176,260,304,243,173,143,105,80
Japan,Japan,Japan,JP,JP,2,4,6,5,3,2,1,1,0,0,0,1,1,1,3,4,6,10,14,13,11,10,8,6,5,5,6,6,6,6,7,9,12,18,24,25,26,29,32,36,53,67,58,48,35,21,15,13,12,12,13,16,21,28,40,46
Jersey,Jersey,Jersey,JE,JE,130,139,87,63,40,12,9,11,6,5,5,6,6,2,6,10,6,4,12,19,17,18,19,6,8,19,26,45,64,75,78,105,147,156,182,507,789,908,820,450,287,216,139,91,50,46,34,14,7,5,3,3,5,6,4,2
Jordanien,Jordan,Jordanien,JO,JO,2,1,1,1,0,1,1,2,1,1,2,2,2,1,1,1,0,0,1,2,3,6,8,13,23,51,106,161,215,276,375,551,665,726,692,555,444,366,278,203,203,170,115,123,144,188,325,489,655,783,1074,1030,928,819,490,380
Kasachstan,Kazakhstan,Kasachstan,KZ,KZ,3,4,6,9,12,13,13,18,26,23,19,26,35,164,205,124,124,143,158,122,79,48,35,31,23,20,18,19,19,20,29,45,55,61,67,68,66,62,66,82,61,53,84,101,99,82,67,61,63,82,75,76,122,175,204,206
Kenia,Kenya,Kenia,KE,KE,0,0,0,0,0,1,1,1,2,3,3,4,5,6,8,10,14,16,16,15,11,7,5,4,3,4,5,6,10,15,20,24,27,28,24,20,16,11,8,4,4,4,3,3,4,4,4,6,8,14,22,32,34,29,24,21
Kosovo,Kosovo,Kosovo,KV,KV,7,15,22,22,16,7,7,8,5,11,22,52,66,66,126,132,111,171,185,146,123,107,93,73,53,47,42,39,60,98,183,346,498,565,554,474,419,354,235,156,166,216,240,243,232,230,230,272,371,447,509,597,639,558,438,337
Kuwait,Kuwait,Kuwait,KW,KW,9,23,32,43,72,131,231,295,286,247,208,183,211,241,233,217,208,204,186,194,206,197,212,237,231,206,178,177,214,246,243,237,241,195,131,101,89,85,80,79,109,151,163,175,227,291,307,308,386,437,434,440,423,440,464,465
Kirgisistan,Kyrgyzstan,Kirgisistan,KG,KG,3,5,5,4,4,5,6,6,9,9,9,20,41,66,93,298,340,153,105,75,45,29,20,16,16,22,33,44,75,106,113,111,109,100,89,84,75,59,44,33,28,27,24,22,18,14,13,11,10,9,13,20,26,34,45,56
Laos,Laos,Laos,LA,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Lettland,Latvia,Lettland,LV,LV,21,14,10,8,8,7,7,6,3,2,2,1,1,1,3,4,2,3,4,4,2,4,5,4,5,11,29,52,72,105,141,179,231,263,337,429,456,505,559,606,694,690,600,554,566,549,509,497,462,398,371,381,351,344,379,404
Libanon,Lebanon,Libanon,LB,LB,4,3,2,1,1,2,3,4,5,3,3,4,4,4,9,14,21,30,41,59,83,117,121,109,130,175,222,239,261,276,298,335,334,326,315,303,287,307,362,457,704,931,883,707,591,558,515,526,594,636,644,624,585,524,453,353
Lesotho,Lesotho,Lesotho,LS,LS,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,0,0,0,0,0,1,4,10,13,10,17,14,11,13,6,6,8,13,15,12,12,7,6,5,1,4,6,3,3,8,18,31,31,139,148,80,89,80,92,50,11,3,2,1,7,8,1,1,1
Liberia,Liberia,Liberia,LR,LR,0,1,2,1,1,1,1,1,1,2,3,5,6,5,5,4,3,2,1,1,1,1,0,0,1,0,0,0,1,1,1,1,2,2,2,2,3,2,1,0,0,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0
Libyen,Libya,Libyen,LY,LY,0,0,0,1,0,0,0,0,1,3,4,4,5,6,10,13,16,27,39,59,76,83,106,136,148,139,129,151,174,194,193,176,168,141,128,127,122,125,111,99,102,115,144,139,127,116,90,99,137,158,187,183,159,150,131,115
Liechtenstein,Liechtenstein,Liechtenstein,LI,LI,83,46,10,8,3,0,0,0,0,0,0,0,0,3,5,8,5,5,5,10,31,39,18,8,10,15,36,54,253,586,844,1092,1120,836,743,733,622,1118,1492,1014,656,446,279,263,186,111,62,93,114,101,103,126,163,268,359,348
Litauen,Lithuania,Litauen,LT,LT,24,21,18,13,3,1,5,5,5,3,3,3,2,1,2,3,5,6,9,11,14,16,16,16,24,38,52,62,84,145,293,519,681,800,951,1038,1206,1376,1337,1199,1005,716,598,533,353,288,261,303,290,224,247,312,389,444,502,540
Luxemburg,Luxembourg,Luxemburg,LU,LU,320,213,119,71,44,26,19,17,12,8,8,13,27,64,109,153,215,194,134,119,94,-130,-129,91,145,186,145,160,309,774,1299,1322,1240,1254,1187,1174,1166,1019,731,456,341,309,275,290,342,354,366,406,401,392,442,460,470,462,414,408
Madagaskar,Madagascar,Madagaskar,MG,MG,0,0,0,0,0,0,1,1,2,2,2,2,3,4,10,16,16,16,14,8,4,4,4,3,3,2,2,2,1,1,1,1,0,0,0,1,1,0,0,0,1,2,3,3,2,2,2,1,1,6,7,8,11,16,23,26
Malawi,Malawi,Malawi,MW,MW,keine Daten,0,0,0,0,0,0,0,1,2,1,2,3,5,6,7,7,6,5,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,11,29,60,62,39,24,17,15,9,5,4,3,2,2,1,1
Malaysia,Malaysia,Malaysia,MY,MY,7,7,5,3,3,3,2,2,3,3,2,1,1,0,0,0,1,1,1,1,1,0,0,2,3,3,7,15,25,34,37,42,46,45,53,55,59,64,67,85,95,116,148,175,181,152,134,113,86,71,60,56,55,63,74,95
Malediven,Maldives,Malediven,MV,MV,1,1,6,36,88,115,105,99,126,98,48,55,53,49,75,92,106,222,322,300,322,348,334,279,211,171,149,147,126,113,91,89,93,115,146,109,69,55,51,69,86,120,164,246,331,368,367,364,375,329,318,308,396,440,314,418
Mali,Mali,Mali,ML,ML,0,0,1,1,2,2,1,2,2,2,3,2,2,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,5,4,5,4,3,2,1,1,1,1,1,1,3,4,5,6,10,13,9
Malta,Malta,Malta,MT,MT,26,44,37,13,9,10,15,21,12,4,6,7,4,1,1,1,5,21,60,115,129,100,79,101,136,117,105,161,274,337,323,324,337,342,337,322,268,222,228,278,409,488,453,416,373,394,442,638,828,744,586,375,187,141,145,103
Marshallinseln,Marshall Islands,Marshallinseln,MH,MH,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauretanien,Mauritania,Mauretanien,MR,MR,0,0,0,0,0,0,1,5,10,15,27,40,46,44,26,21,22,9,7,8,8,7,5,5,5,4,3,2,2,2,2,3,4,6,14,13,52,80,60,51,37,27,19,11,8,9,5,3,6,6,6,7,7,6,4,4
Mauritius,Mauritius,Mauritius,MU,MU,16,17,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,3,3,1,3,3,2,1,2,2,0,0,1,1,2,2,2,2,1,1,3,6,12,14,19,24,13,2
Mexiko,Mexico,Mexiko,MX,MX,3,4,7,12,16,20,26,33,39,44,50,55,59,63,67,73,77,72,66,61,58,58,58,55,48,47,48,47,38,45,61,59,60,57,78,104,111,116,108,95,118,156,178,171,127,98,83,72,67,61,52,47,42,48,43,31
Moldawien,Moldova,Moldawien,MD,MD,19,35,40,43,41,38,48,54,54,65,86,112,112,90,78,78,91,109,115,120,144,162,157,156,169,196,247,280,260,232,236,269,315,387,440,463,483,460,368,264,199,173,169,172,207,257,302,378,459,471,490,547,497,364,268,196
Monaco,Monaco,Monaco,MC,MC,94,88,42,3,3,3,0,3,3,0,0,3,9,21,18,3,15,24,39,45,51,97,112,121,136,118,88,73,130,218,305,544,550,290,181,169,181,272,408,541,768,901,907,858,901,819,650,592,462,456,453,459,472,351,212,193
Mongolei,Mongolia,Mongolei,MN,MN,0,0,1,1,0,0,3,3,1,2,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,8,11,8,4,3,7,9,9,7,6,9,13,17,19,17,20,27,56,115,172,248,368,476
Montenegro,Montenegro,Montenegro,ME,ME,31,30,15,8,2,0,0,0,0,0,0,6,25,67,119,159,217,239,169,125,117,121,195,309,492,579,565,572,561,471,498,966,1361,1328,1239,1155,1052,918,847,843,923,1013,946,992,1111,1168,1088,1111,1318,1264,1129,1028,853,697,488,360
Montserrat,Montserrat,Montserrat,MS,MS,100,120,100,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,140,60,0,0,0,0,0,0,0,0,0
Marokko,Morocco,Marokko,MA,MA,2,3,5,7,6,5,5,4,3,2,3,5,9,11,10,8,12,22,35,46,52,51,54,69,80,84,85,94,109,122,133,161,191,174,164,159,124,102,88,70,55,45,37,31,25,20,16,14,14,14,15,16,18,20,21,20
Mosambik,Mozambique,Mosambik,MZ,MZ,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,2,3,4,3,3,5,7,9,8,6,5,6,7,6,5,4,4,4,4,4,4,6,13,23,33,41,38,35,35,29,22,17,12,9,6,5,3,3
Nepal,Nepal,Nepal,NP,NP,0,0,0,0,0,0,1,2,4,10,14,19,24,23,14,6,6,9,15,22,31,41,49,54,61,66,78,118,156,173,142,125,124,89,76,71,56,44,33,28,23,19,16,12,8,6,5,5,4,4,4,6,7,11,23,69
Niederlande,Netherlands,Niederlande,NL,NL,78,85,85,70,45,27,20,15,14,13,13,12,8,6,5,6,11,19,32,45,46,41,47,69,109,169,242,362,531,669,754,682,505,428,408,416,543,760,900,754,619,551,428,369,316,289,303,346,362,403,481,554,572,563,594,631
Neu-Kaledonien,New Caledonia,Neu-Kaledonien,NC,NC,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,4,12,17,10,2,0,1,1
Neuseeland,New Zealand,Neuseeland,NZ,NZ,17,11,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,8
Nicaragua,Nicaragua,Nicaragua,NI,NI,0,0,0,0,0,0,0,4,11,16,14,11,8,8,10,9,9,8,7,7,6,6,5,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2
Niger,Niger,Niger,NE,NE,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,3,3,3,2,2,1,1,1,0,0,0,0,1,0,0,0,0
Nigeria,Nigeria,Nigeria,NG,NG,0,0,0,0,1,2,2,2,2,2,3,4,4,4,4,4,4,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,6,6,7,10,11,10,8,7,6,5,3,2,2,1,1,1,1,0
Nordmazedonien,North Macedonia,Nordmazedonien,MK,MK,18,27,35,27,15,12,14,16,21,51,88,100,98,93,97,100,95,93,85,81,80,57,60,85,95,93,90,159,242,290,424,617,704,722,698,637,583,498,393,275,226,237,200,181,200,210,216,276,379,475,588,688,711,718,624,421
Nördliche Marianen,Northern Mariana Islands,Nördliche Marianen,MP,MP,keine Daten,19,10,5,0,3,12,10,2,9,14,5,0,2,5,10,12,16,14,7,10,10,7,7,19,17,7,12,23,26,17,14,10,7,7,9,12,12,16,10,5,10,7,7,7,3,17,16,5,19,19,9,3,2,5,7
Norwegen,Norway,Norwegen,NO,NO,65,43,27,20,14,11,7,4,4,4,4,4,4,3,3,2,2,4,7,12,14,13,17,25,28,29,28,34,37,37,64,112,143,153,140,111,117,101,113,148,157,148,104,80,69,66,70,84,119,176,224,237,219,195,165,130
Oman,Oman,Oman,OM,OM,5,8,19,27,25,27,51,86,122,178,236,247,287,327,350,401,391,245,109,77,43,48,65,82,125,151,153,165,170,138,113,102,91,77,61,55,54,54,44,38,45,43,44,54,52,60,79,83,92,99,125,181,242,303,330,367
Pakistan,Pakistan,Pakistan,PK,PK,1,2,2,4,5,8,10,12,14,21,33,35,28,23,20,15,10,7,5,4,4,3,3,3,3,4,4,4,4,4,5,7,11,15,18,20,19,18,15,13,14,15,13,11,10,8,8,8,9,12,17,23,28,30,31,34
Palästina,Palestine,Palästina,PS,PS,3,3,2,4,4,1,1,1,1,1,1,7,31,67,94,110,119,112,108,121,125,140,176,205,224,190,137,125,120,127,142,159,187,278,421,543,546,549,504,392,306,219,176,151,165,203,282,374,493,554,563,556,555,626,581,471
Panama,Panama,Panama,PA,PA,39,56,57,55,63,62,56,57,89,127,167,223,255,281,323,355,340,324,329,336,288,235,235,224,212,204,211,226,219,206,222,239,285,354,419,532,655,842,943,920,1054,1026,764,518,346,285,219,191,193,168,143,132,125,115,103,97
Papua-Neuguinea,Papua New Guinea,Papua-Neuguinea,PG,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,4,8,6,21,38,37,38,33,23
Paraguay,Paraguay,Paraguay,PY,PY,1,1,1,1,3,7,5,2,3,4,4,3,12,15,12,18,21,27,35,58,89,104,130,149,155,152,149,154,148,139,126,112,110,125,145,160,164,178,165,119,145,183,177,155,137,166,191,215,254,294,368,407,372,380,418,446
Peru,Peru,Peru,PE,PE,6,20,40,61,92,121,141,160,219,232,198,177,151,145,142,154,177,228,283,325,353,337,290,250,239,230,180,134,123,119,110,102,97,83,77,74,68,74,73,68,86,145,187,224,266,291,303,286,266,261,298,346,356,365,357,348
Philippinen,Philippines,Philippinen,PH,PH,3,3,3,3,3,3,3,3,5,7,7,7,9,11,19,23,22,33,45,53,54,51,44,40,45,39,33,32,31,28,24,24,23,20,20,19,18,18,19,16,16,21,24,23,22,21,22,25,30,41,63,92,120,130,129,121
Polen,Poland,Polen,PL,PL,9,13,14,13,12,12,13,14,14,14,15,14,12,11,10,11,14,18,23,26,26,27,24,19,22,35,50,101,205,337,538,771,877,830,717,532,397,367,330,317,341,306,231,196,196,206,227,317,428,542,717,923,989,840,650,463
Portugal,Portugal,Portugal,PT,PT,94,103,87,71,52,36,34,30,34,38,41,45,48,46,47,46,35,27,24,26,28,36,45,60,81,93,94,127,210,311,432,589,709,791,753,599,524,502,465,558,900,1213,1494,1649,1212,590,288,174,126,93,71,60,56,68,75,67
Puerto Rico,Puerto Rico,Puerto Rico,PR,PR,17,27,26,17,21,29,29,35,39,63,71,54,48,49,92,145,186,222,244,265,272,239,162,158,255,312,309,258,231,309,327,334,397,449,439,461,579,604,753,739,477,482,546,460,369,345,334,326,364,363,299,369,441,525,786,900
Katar,Qatar,Katar,QA,QA,39,81,133,254,351,425,592,736,844,870,788,645,514,431,319,238,198,155,126,138,141,121,107,110,114,116,108,101,102,111,114,105,106,105,99,93,86,73,67,92,104,99,102,133,176,205,236,239,210,212,253,261,319,425,457,447
Rumänien,Romania,Rumänien,RO,RO,18,23,25,25,23,22,19,14,12,12,14,18,22,25,32,44,63,81,88,89,87,84,85,86,92,99,110,169,240,281,343,487,588,594,576,491,439,402,321,254,284,283,203,181,176,172,179,211,255,303,364,402,399,352,275,202
Russland,Russia,Russland,RU,RU,3,10,26,45,63,88,101,92,85,84,84,80,72,66,64,62,58,54,51,49,47,46,47,50,53,61,76,101,126,147,163,178,198,216,235,255,264,207,291,341,238,227,215,190,168,149,133,118,107,91,91,95,79,77,83,89
Ruanda,Rwanda,Ruanda,RW,RW,1,0,0,1,1,1,0,0,1,1,2,2,2,3,3,4,4,4,2,3,7,12,10,4,3,2,1,1,1,1,1,1,2,3,4,4,6,9,11,11,12,18,26,34,27,15,12,11,12,11,10,10,13,15,11,9
Saint Lucia,Saint Lucia,Saint Lucia,LC,LC,7,3,1,0,2,2,0,0,0,1,1,0,0,2,2,1,1,1,1,0,1,1,0,1,1,0,0,1,3,14,28,42,47,48,47,25,10,12,16,36,72,141,263,436,602,603,607,474,397,361,136,75,83,89,70,80
San Marino,San Marino,San Marino,SM,SM,334,369,566,528,351,261,209,107,49,64,67,26,12,6,3,3,0,0,32,32,0,0,17,35,20,15,26,73,78,194,491,650,943,1022,967,1144,1048,923,952,1120,1138,853,601,691,763,848,972,1158,1344,636,1222,1222,1216,1759,729,270
Saudi-Arabien,Saudi Arabia,Saudi-Arabien,SA,SA,5,9,20,38,51,62,80,96,88,84,121,160,158,149,143,119,100,80,62,57,54,47,38,31,26,22,19,17,17,16,16,16,16,13,11,10,8,7,7,6,5,5,7,9,11,13,15,13,13,14,15,17,22,29,35,42
Senegal,Senegal,Senegal,SN,SN,1,1,1,2,5,6,8,8,7,8,9,9,9,9,9,8,9,9,9,11,11,8,6,4,4,4,2,2,2,2,1,1,1,1,2,4,6,8,10,12,17,20,21,22,22,24,26,21,17,14,12,10,7,5,4,4
Serbien,Serbia,Serbien,RS,RS,25,42,64,64,45,30,17,15,12,10,13,15,25,47,62,69,78,77,63,50,37,24,18,15,14,14,14,20,33,68,177,336,522,843,1222,1422,1404,1214,898,579,449,414,345,328,350,370,415,554,705,823,948,999,961,819,645,541
Seychellen,Seychelles,Seychellen,SC,SC,3,2,1,1,0,0,0,0,0,0,0,0,0,0,91,91,14,14,12,13,6,9,5,3,4,4,4,5,4,5,4,5,5,8,15,18,29,21,15,94,319,415,547,527,451,699,903,720,598,912,823,579,504,451,553,653
Sierra Leone,Sierra Leone,Sierra Leone,SL,SL,keine Daten,0,0,1,2,3,4,5,4,3,4,4,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,2,4,4,4,8,8,2,1,1,1,1,0,0,1,0,1,1
Singapur,Singapore,Singapur,SG,SG,15,29,90,190,199,166,168,142,117,108,98,72,49,44,43,56,75,84,81,50,21,18,11,11,9,5,4,3,2,2,2,1,2,2,2,2,2,3,3,5,7,7,7,7,7,5,3,2,3,3,3,3,5,6,6,6
