land,country,continent,date,erste,ersterate,zweite,zweiterate,population
USA,United States,Nordamerika,2020-12-20,   1182173,0.36,8044,0,332915074
Welt,World,Welt,2020-12-20,   1231095,0.02,8045,0,7874965730
Asien,Asia,Kontinent,2020-12-21,     32359,0,1,0,4678444992
Europa,Europe,Kontinent,2020-12-21,     28590,0,1,0,748962983
Israel,Israel,Asien,2020-12-21,     32359,0.35,1,0,9291000
Nordamerika,North America,Kontinent,2020-12-21,   1578219,0.26,9164,0,596581283
Schweiz,Switzerland,Europa,2020-12-21,         1,0,1,0,8715494
USA,United States,Nordamerika,2020-12-21,   1557176,0.47,9164,0,332915074
Welt,World,Welt,2020-12-21,   1639168,0.02,9166,0,7874965730
Asien,Asia,Kontinent,2020-12-22,     76992,0,1,0,4678444992
Europa,Europe,Kontinent,2020-12-22,     52114,0.01,1,0,748962983
Israel,Israel,Asien,2020-12-22,     76992,0.83,1,0,9291000
Nordamerika,North America,Kontinent,2020-12-22,   2025531,0.34,11540,0,596581283
Schweiz,Switzerland,Europa,2020-12-22,         3,0,1,0,8715494
USA,United States,Nordamerika,2020-12-22,   1998705,0.6,11540,0,332915074
Welt,World,Welt,2020-12-22,   2154637,0.03,11542,0,7874965730
Asien,Asia,Kontinent,2020-12-23,    178847,0,1,0,4678444992
Europa,Europe,Kontinent,2020-12-23,     52539,0.01,1,0,748962983
Israel,Israel,Asien,2020-12-23,    139882,1.51,1,0,9291000
Nordamerika,North America,Kontinent,2020-12-23,   2601578,0.44,13745,0,596581283
Schweiz,Switzerland,Europa,2020-12-23,       405,0,1,0,8715494
USA,United States,Nordamerika,2020-12-23,   2566075,0.77,13745,0,332915074
Welt,World,Welt,2020-12-23,   2832964,0.04,13747,0,7874965730
Asien,Asia,Kontinent,2020-12-24,    263345,0.01,1,0,4678444992
Europa,Europe,Kontinent,2020-12-24,     52821,0.01,1,0,748962983
Israel,Israel,Asien,2020-12-24,    213274,2.3,1,0,9291000
Nordamerika,North America,Kontinent,2020-12-24,   2807361,0.47,14727,0,596581283
Schweiz,Switzerland,Europa,2020-12-24,       668,0.01,1,0,8715494
USA,United States,Nordamerika,2020-12-24,   2758684,0.83,14727,0,332915074
Welt,World,Welt,2020-12-24,   3123947,0.04,14729,0,7874965730
Asien,Asia,Kontinent,2020-12-25,    302308,0.01,1,0,4678444992
Europa,Europe,Kontinent,2020-12-25,     52822,0.01,1,0,748962983
Israel,Israel,Asien,2020-12-25,    251765,2.71,1,0,9291000
Nordamerika,North America,Kontinent,2020-12-25,   2822872,0.47,14817,0,596581283
Schweiz,Switzerland,Europa,2020-12-25,       669,0.01,1,0,8715494
USA,United States,Nordamerika,2020-12-25,   2771149,0.83,14817,0,332915074
Welt,World,Welt,2020-12-25,   3183205,0.04,14819,0,7874965730
Asien,Asia,Kontinent,2020-12-26,    335925,0.01,1,0,4678444992
Europa,Europe,Kontinent,2020-12-26,     53274,0.01,1,0,748962983
Israel,Israel,Asien,2020-12-26,    284369,3.06,1,0,9291000
Nordamerika,North America,Kontinent,2020-12-26,   2961841,0.5,15518,0,596581283
Schweiz,Switzerland,Europa,2020-12-26,      1105,0.01,1,0,8715494
USA,United States,Nordamerika,2020-12-26,   2910103,0.88,15518,0,332915074
Welt,World,Welt,2020-12-26,   3359386,0.04,15520,0,7874965730
Asien,Asia,Kontinent,2020-12-27,    442488,0.01,1,0,4678444992
Europa,Europe,Kontinent,2020-12-27,    108164,0.01,12,0,748962983
Europa,European Union,Kontinent,2020-12-27,     54932,0.01,11,0,447189915
Deutschland,Germany,Europa,2020-12-27,     24349,0.03,11,0,83900471
Israel,Israel,Asien,2020-12-27,    388874,4.19,1,0,9291000
Nordamerika,North America,Kontinent,2020-12-27,   3063443,0.51,16143,0,596581283
Schweiz,Switzerland,Europa,2020-12-27,      1105,0.01,1,0,8715494
USA,United States,Nordamerika,2020-12-27,   3004196,0.9,16143,0,332915074
Welt,World,Welt,2020-12-27,   3622752,0.05,16156,0,7874965730
Asien,Asia,Kontinent,2020-12-28,    580573,0.01,1,0,4678444992
Estland,Estonia,Europa,2020-12-28,       509,0.04,1,0,1325188
Europa,Europe,Kontinent,2020-12-28,    148695,0.02,93,0,748962983
Europa,European Union,Kontinent,2020-12-28,     93240,0.02,89,0,447189915
Deutschland,Germany,Europa,2020-12-28,     42394,0.05,75,0,83900471
Irland,Ireland,Europa,2020-12-28,       124,0,13,0,4982904
Israel,Israel,Asien,2020-12-28,    523842,5.64,1,0,9291000
Nordamerika,North America,Kontinent,2020-12-28,   3649566,0.61,19249,0,596581283
Schweiz,Switzerland,Europa,2020-12-28,      2704,0.03,4,0,8715494
USA,United States,Nordamerika,2020-12-28,   3580947,1.08,19249,0.01,332915074
Welt,World,Welt,2020-12-28,   4387491,0.06,19343,0,7874965730
Asien,Asia,Kontinent,2020-12-29,    739465,0.02,1,0,4678444992
Belgien,Belgium,Europa,2020-12-29,       374,0,11,0,11632334
Kanada,Canada,Nordamerika,2020-12-29,     72297,0.19,1,0,38067913
Dänemark,Denmark,Europa,2020-12-29,     16265,0.28,1,0,5813302
Estland,Estonia,Europa,2020-12-29,       876,0.07,2,0,1325188
Europa,Europe,Kontinent,2020-12-29,    242434,0.03,762,0,748962983
Europa,European Union,Kontinent,2020-12-29,    184227,0.04,755,0,447189915
Deutschland,Germany,Europa,2020-12-29,     92476,0.11,727,0,83900471
Irland,Ireland,Europa,2020-12-29,       192,0,14,0,4982904
Israel,Israel,Asien,2020-12-29,    680061,7.32,1,0,9291000
Nordamerika,North America,Kontinent,2020-12-29,   4374191,0.73,23564,0,596581283
Schweiz,Switzerland,Europa,2020-12-29,      4368,0.05,7,0,8715494
USA,United States,Nordamerika,2020-12-29,   4283310,1.29,23563,0.01,332915074
Welt,World,Welt,2020-12-29,   5364747,0.07,24327,0,7874965730
Asien,Asia,Kontinent,2020-12-30,    895472,0.02,1,0,4678444992
Belgien,Belgium,Europa,2020-12-30,       891,0.01,21,0,11632334
Kanada,Canada,Nordamerika,2020-12-30,     85687,0.23,1,0,38067913
Dänemark,Denmark,Europa,2020-12-30,     26962,0.46,1,0,5813302
Estland,Estonia,Europa,2020-12-30,      1889,0.14,3,0,1325188
Europa,Europe,Kontinent,2020-12-30,    394619,0.05,806,0,748962983
Europa,European Union,Kontinent,2020-12-30,    329410,0.07,798,0,447189915
Deutschland,Germany,Europa,2020-12-30,    156579,0.19,759,0,83900471
Irland,Ireland,Europa,2020-12-30,      1238,0.02,14,0,4982904
Israel,Israel,Asien,2020-12-30,    833112,8.97,1,0,9291000
Nordamerika,North America,Kontinent,2020-12-30,   5219450,0.87,29514,0,596581283
Schweiz,Switzerland,Europa,2020-12-30,      6028,0.07,8,0,8715494
USA,United States,Nordamerika,2020-12-30,   5108710,1.54,29513,0.01,332915074
Welt,World,Welt,2020-12-30,   6518198,0.08,30321,0,7874965730
Asien,Asia,Kontinent,2020-12-31,   1056741,0.02,1,0,4678444992
Belgien,Belgium,Europa,2020-12-31,       930,0.01,21,0,11632334
Kanada,Canada,Nordamerika,2020-12-31,     98656,0.26,1,0,38067913
Dänemark,Denmark,Europa,2020-12-31,     32598,0.56,1,0,5813302
Estland,Estonia,Europa,2020-12-31,      2475,0.19,3,0,1325188
Europa,Europe,Kontinent,2020-12-31,    500331,0.07,895,0,748962983
Europa,European Union,Kontinent,2020-12-31,    434784,0.1,886,0,447189915
Deutschland,Germany,Europa,2020-12-31,    206507,0.25,846,0,83900471
Irland,Ireland,Europa,2020-12-31,      2260,0.05,15,0,4982904
Israel,Israel,Asien,2020-12-31,    991582,10.67,1,0,9291000
Nordamerika,North America,Kontinent,2020-12-31,   5642736,0.95,32185,0.01,596581283
Schweiz,Switzerland,Europa,2020-12-31,      6280,0.07,9,0,8715494
USA,United States,Nordamerika,2020-12-31,   5519027,1.66,32184,0.01,332915074
Welt,World,Welt,2020-12-31,   7208465,0.09,33081,0,7874965730
Asien,Asia,Kontinent,2021-01-01,   1128832,0.02,1,0,4678444992
Belgien,Belgium,Europa,2021-01-01,       944,0.01,21,0,11632334
Kanada,Canada,Nordamerika,2021-01-01,    105268,0.28,1,0,38067913
Dänemark,Denmark,Europa,2021-01-01,     34732,0.6,2,0,5813302
Estland,Estonia,Europa,2021-01-01,      2475,0.19,3,0,1325188
Europa,Europe,Kontinent,2021-01-01,    542794,0.07,909,0,748962983
Europa,European Union,Kontinent,2021-01-01,    477217,0.11,899,0,447189915
Deutschland,Germany,Europa,2021-01-01,    232071,0.28,857,0,83900471
Irland,Ireland,Europa,2021-01-01,      3062,0.06,15,0,4982904
Israel,Israel,Asien,2021-01-01,   1062965,11.44,1,0,9291000
Lettland,Latvia,Europa,2021-01-01,      2338,0.13,1,0,1866934
Nordamerika,North America,Kontinent,2021-01-01,   5729590,0.96,37730,0.01,596581283
Schweiz,Switzerland,Europa,2021-01-01,      6286,0.07,10,0,8715494
USA,United States,Nordamerika,2021-01-01,   5599269,1.69,37729,0.01,332915074
Welt,World,Welt,2021-01-01,   7409873,0.09,38640,0,7874965730
Asien,Asia,Kontinent,2021-01-02,   1202001,0.03,1,0,4678444992
Belgien,Belgium,Europa,2021-01-02,       964,0.01,34,0,11632334
Kanada,Canada,Nordamerika,2021-01-02,    109939,0.29,1,0,38067913
Dänemark,Denmark,Europa,2021-01-02,     42776,0.74,2,0,5813302
Estland,Estonia,Europa,2021-01-02,      2505,0.19,3,0,1325188
Europa,Europe,Kontinent,2021-01-02,   1393871,0.19,1000,0,748962983
Europa,European Union,Kontinent,2021-01-02,    580275,0.13,990,0,447189915
Deutschland,Germany,Europa,2021-01-02,    280086,0.33,935,0,83900471
Irland,Ireland,Europa,2021-01-02,      4071,0.08,15,0,4982904
Israel,Israel,Asien,2021-01-02,   1134673,12.21,1,0,9291000
Lettland,Latvia,Europa,2021-01-02,      2340,0.13,1,0,1866934
Nordamerika,North America,Kontinent,2021-01-02,   5987626,1,40344,0.01,596581283
Schweiz,Switzerland,Europa,2021-01-02,      6289,0.07,10,0,8715494
USA,United States,Nordamerika,2021-01-02,   5852634,1.76,40343,0.01,332915074
Welt,World,Welt,2021-01-02,   8592155,0.11,41345,0,7874965730
Asien,Asia,Kontinent,2021-01-03,   1353863,0.03,1,0,4678444992
Belgien,Belgium,Europa,2021-01-03,       988,0.01,34,0,11632334
Kanada,Canada,Nordamerika,2021-01-03,    115139,0.3,1,0,38067913
Dänemark,Denmark,Europa,2021-01-03,     48113,0.83,2,0,5813302
Estland,Estonia,Europa,2021-01-03,      2523,0.19,3,0,1325188
Europa,Europe,Kontinent,2021-01-03,   1467912,0.2,1006,0,748962983
Europa,European Union,Kontinent,2021-01-03,    654278,0.15,995,0,447189915
